country,country_code,Year,unemployment_rate,GDP,region,Population
Slovak Republic,SVK,2015,11.492,5.176879097,North America,5423801
Slovenia,SVN,2015,8.962,2.393306213,North America,2063531
Sweden,SWE,2015,7.432,4.410140687,Other,9799186
Eswatini,SWZ,2015,23.285,2.046930151,Other,1142813
Syrian Arab Republic,SYR,2015,14.243,-4.179791613,Asia,19424618
Chad,TCD,2015,0.974,3.310885674,North America,14647621
East Asia & Pacific (IDA & IBRD countries),TEA,2015,4.134988005,6.661433801,Other,2030504270
Europe & Central Asia (IDA & IBRD countries),TEC,2015,7.641510508,1.486926666,Other,453811483
Togo,TGO,2015,2.204,5.468031293,Africa,7663195
Thailand,THA,2015,0.597,3.134047249,Asia,70540795
Tajikistan,TJK,2015,11.485,6.019303318,Asia,8643840
Turkmenistan,TKM,2015,4.016,6.49999991,Oceania,6215770
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,6.719034468,0.361452946,Asia,603091701
Timor-Leste,TLS,2015,3.678,2.480040402,Asia,1205131
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2015,8.966756652,1.091977716,Asia,631082594
Tonga,TON,2015,2.024,1.113744024,Oceania,106095
South Asia (IDA & IBRD),TSA,2015,7.275209619,7.689739352,Other,1537370078
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,5.8550252,2.968378222,Other,1025251114
Trinidad and Tobago,TTO,2015,2.428,-0.564816953,North America,1349667
Tunisia,TUN,2015,15.159,0.967703108,Other,11402264
Turkiye,TUR,2015,10.304,6.084486904,Other,78218479
Tanzania,TZA,2015,2.159,6.160628774,Africa,52020962
Uganda,UGA,2015,2.679,5.18785986,Africa,37531446
Ukraine,UKR,2015,9.14,-9.772987213,Other,45784896
Upper middle income,UMC,2015,5.796121394,4.521732277,Oceania,2688052361
Uruguay,URY,2015,7.488,0.370741258,Other,3368017
United States,USA,2015,5.28,2.945550456,North America,321815121
Uzbekistan,UZB,2015,5.15,7.218773508,Asia,30749346
St. Vincent and the Grenadines,VCT,2015,19.141,2.783161194,North America,106960
"Venezuela, RB",VEN,2015,6.137,,South America,30573972
Virgin Islands (U.S.),VIR,2015,12.422,-0.425079702,North America,107712
Viet Nam,VNM,2015,1.848,6.987154306,Asia,92823254
Vanuatu,VUT,2015,5.254,3.965919464,Oceania,266101
Samoa,WSM,2015,8.9,3.850361817,Oceania,201782
"Yemen, Rep.",YEM,2015,17.9,-27.99454624,Asia,31159379
South Africa,ZAF,2015,25.149,1.321862237,Africa,56723537
Zambia,ZMB,2015,5.942,2.920375112,Africa,16399089
Zimbabwe,ZWE,2015,5.377,1.779853541,Africa,14399013
Africa Eastern and Southern,AFE,2016,7.194665995,2.195991207,Asia,623369401
Afghanistan,AFG,2016,10.133,2.260314203,Asia,34700612
Africa Western and Central,AFW,2016,4.157574374,0.194177489,Asia,429454743
Angola,AGO,2016,16.575,-2.580049644,North America,29183070
Albania,ALB,2016,15.418,3.908935514,Europe,2876101
Arab World,ARB,2016,10.8562902,3.549283519,South America,419808341
United Arab Emirates,ARE,2016,1.64,5.56149076,South America,8935095
Argentina,ARG,2016,8.085,-2.080327844,South America,43900313
Armenia,ARM,2016,17.617,0.2,South America,2992300
Australia,AUS,2016,5.711,2.759385972,Oceania,24190907
Austria,AUT,2016,6.064,2.117219645,Oceania,8736668
Azerbaijan,AZE,2016,5,-3.063598454,Asia,9757812
Burundi,BDI,2016,1.347,-0.600000909,Asia,11239451
Belgium,BEL,2016,7.83,1.19350273,Europe,11331422
Benin,BEN,2016,1.784,3.339673426,Europe,11697842
Burkina Faso,BFA,2016,4.587,5.957976708,Africa,19334856
Bangladesh,BGD,2016,4.35,7.113478213,Europe,160811932
Bulgaria,BGR,2016,7.575,3.026628931,Europe,6894139
Bahrain,BHR,2016,1.192,3.814993274,Asia,1423726
"Bahamas, The",BHS,2016,12.7,-1.156267038,Asia,388055
Bosnia and Herzegovina,BIH,2016,25.408,3.242255212,Africa,3473003
Belarus,BLR,2016,5.844,-2.526446436,North America,9469379
Belize,BLZ,2016,7,0.054551654,North America,364705
Bolivia,BOL,2016,3.498,4.263920864,South America,11180020
Brazil,BRA,2016,11.58,-3.275916908,South America,203218114
Barbados,BRB,2016,8.247,1.791930334,South America,279598
Brunei Darussalam,BRN,2016,8.574,-2.477917765,South America,427564
Bhutan,BTN,2016,2.705,8.475943392,Asia,747866
Botswana,BWA,2016,19.329,7.204424759,Africa,2234776
Central African Republic,CAF,2016,5.491,4.750316841,North America,4713663
Canada,CAN,2016,7.038,1.038550925,North America,36110803
Central Europe and the Baltics,CEB,2016,6.480099969,2.807055342,Other,102647939
Switzerland,CHE,2016,4.918,2.06868969,Europe,8373338
Channel Islands,CHI,2016,7.715,1.213024077,Europe,163883
Chile,CHL,2016,6.673,1.753038749,Europe,18267221
China,CHN,2016,4.56,6.775555628,Europe,1387790000
Cote d'Ivoire,CIV,2016,1.896,7.17275964,Africa,25989405
Cameroon,CMR,2016,3.528,4.535794237,Africa,23454161
"Congo, Dem. Rep.",COD,2016,4.521,2.399398911,South America,83956415
"Congo, Rep.",COG,2016,20.223,-8.685243439,South America,5222536
Colombia,COL,2016,8.922,2.087382502,South America,47437512
Comoros,COM,2016,4.104,2.780228542,South America,741741
Cabo Verde,CPV,2016,12.077,4.280714827,Other,512554
Costa Rica,CRI,2016,8.085,4.204323252,North America,4866998
Caribbean small states,CSS,2016,8.498719006,-3.025265497,Other,4341333
Cuba,CUB,2016,2,0.512843096,North America,11265612
Cyprus,CYP,2016,13.006,6.573590809,Asia,1237112
Czechia,CZE,2016,3.952,2.580870139,Europe,10566332
Germany,DEU,2016,4.104,2.294710664,Europe,82348669
Djibouti,DJI,2016,25.992,7.123432337,Africa,1037653
Denmark,DNK,2016,5.989,3.073045492,Other,5728010
Dominican Republic,DOM,2016,7.284,6.719740787,North America,10551430
Algeria,DZA,2016,10.202,3.9,Africa,40850721
East Asia & Pacific (excluding high income),EAP,2016,4.034042927,6.510077292,Other,2071486140
Early-demographic dividend,EAR,2016,6.759151988,4.403902718,Other,3233033717
East Asia & Pacific,EAS,2016,3.995805158,4.646374698,Other,2317076058
Europe & Central Asia (excluding high income),ECA,2016,9.092405672,2.781793574,South America,242410814
Europe & Central Asia,ECS,2016,8.091535647,1.881967805,South America,911765648
Ecuador,ECU,2016,4.597,-0.687954246,South America,16505139
"Egypt, Arab Rep.",EGY,2016,12.45,4.346643456,Africa,101644589
Euro area,EMU,2016,10.03346318,1.822468563,Other,344132977
Eritrea,ERI,2016,5.554,,Africa,3124698
Spain,ESP,2016,19.635,2.915155986,Europe,46458139
Estonia,EST,2016,6.882,3.093019208,Europe,1315790
Ethiopia,ETH,2016,2.554,9.433482658,Africa,106718162
European Union,EUU,2016,9.107661317,1.946116118,Other,444676652
Fragile and conflict affected situations,FCS,2016,5.617015486,2.157600082,Other,910836458
Finland,FIN,2016,8.818,2.571934149,Europe,5495303
Fiji,FJI,2016,4.319,2.445651797,Oceania,919166
France,FRA,2016,10.057,0.860031075,Europe,66724104
Gabon,GAB,2016,20.134,2.091442208,Africa,2100306
United Kingdom,GBR,2016,4.867,1.921710099,Europe,65607000
Georgia,GEO,2016,16.604,3.45021518,Asia,3727505
Ghana,GHA,2016,5.232,3.37346575,Africa,29356742
Guinea,GIN,2016,5.013,10.8206272,Europe,12073030
"Gambia, The",GMB,2016,6.285,1.943359655,Africa,2283769
Guinea-Bissau,GNB,2016,3.123,5.432678265,Africa,1831893
Equatorial Guinea,GNQ,2016,7.962,-8.816417232,Africa,1508186
Greece,GRC,2016,23.514,-0.031794768,Europe,10775971
Guatemala,GTM,2016,2.583,2.677802733,North America,16268760
Guam,GUM,2016,5.4,0.181983621,Oceania,164233
Guyana,GUY,2016,13.257,3.807456264,Oceania,763548
High income,HIC,2016,6.105665639,1.826358942,Other,1374284415
"Hong Kong SAR, China",HKG,2016,3.392,2.175436928,Asia,7336600
Honduras,HND,2016,6.727,3.892972197,North America,9412380
Heavily indebted poor countries (HIPC),HPC,2016,4.371447715,4.450955328,Other,756895035
Croatia,HRV,2016,13.103,3.461129474,Europe,4106867
Haiti,HTI,2016,13.852,1.812468078,North America,10671457
Hungary,HUN,2016,5.115,2.438641413,Europe,9759755
IBRD only,IBD,2016,6.425582128,4.54607502,Other,4721753602
IDA & IBRD total,IBT,2016,5.965620379,4.446219402,Other,6360340293
IDA total,IDA,2016,4.344256583,3.257274426,Asia,1638586691
IDA blend,IDB,2016,3.732200964,2.274977421,Asia,578463670
Indonesia,IDN,2016,4.301,5.033069183,Asia,264627418
IDA only,IDX,2016,4.689466093,4.27944114,Asia,1060123021
India,IND,2016,7.601,8.256305502,Asia,1343944296
Ireland,IRL,2016,8.374,1.222638492,Asia,4762722
"Iran, Islamic Rep.",IRN,2016,12.618,8.815086643,Asia,83812228
Iraq,IRQ,2016,10.82,13.78737302,Asia,38469627
Iceland,ISL,2016,2.978,6.303687125,Europe,335439
Israel,ISR,2016,4.723,4.459782719,Europe,8546000
Italy,ITA,2016,11.688,1.236221085,Europe,60115223
Jamaica,JAM,2016,8.634,1.375223064,Other,2809915
Jordan,JOR,2016,15.275,1.994180849,Asia,10006367
Japan,JPN,2016,3.132,0.753826746,Asia,127076000
Kazakhstan,KAZ,2016,4.96,1.099999999,Other,18363600
Kenya,KEN,2016,2.757,4.213517068,Africa,48139687
Kyrgyz Republic,KGZ,2016,3.474,4.335855922,Asia,6175338
Cambodia,KHM,2016,0.716,7.905501161,Asia,15852803
"Korea, Rep.",KOR,2016,3.65,2.946881715,Other,51217803
Kuwait,KWT,2016,2.16,2.926075877,Asia,4004096
Latin America & Caribbean (excluding high income),LAC,2016,7.890432825,-0.540931679,Asia,556440282
Lao PDR,LAO,2016,2.881,7.022836255,Asia,6908802
Lebanon,LBN,2016,9.786,1.554549409,Asia,6323060
Liberia,LBR,2016,3.081,-1.554958617,Asia,4755608
Libya,LBY,2016,19.522,-1.490941117,Asia,6632126
St. Lucia,LCA,2016,19.933,3.427872145,North America,175646
Latin America & Caribbean,LCN,2016,7.729851555,-0.336758315,North America,624737786
Least developed countries: UN classification,LDC,2016,4.906837692,3.731999893,Other,985414939
Low income,LIC,2016,5.607696443,0.694857096,Europe,501149314
Sri Lanka,LKA,2016,4.242,5.05362489,Asia,21209000
Lower middle income,LMC,2016,6.046551853,5.688139515,Other,2806590212
Low & middle income,LMY,2016,6.008257348,4.738206248,Other,6017298320
Lesotho,LSO,2016,16.17,3.608907317,Africa,2130422
Late-demographic dividend,LTE,2016,5.26949442,4.447474257,Europe,2271028438
Lithuania,LTU,2016,7.862,2.671922151,Europe,2877325
Luxembourg,LUX,2016,6.669,4.978190115,Europe,582014
Latvia,LVA,2016,9.643,2.55168602,Europe,1959537
"Macao SAR, China",MAC,2016,1.939,-0.679183618,Africa,652500
Morocco,MAR,2016,9.3,0.521185506,Africa,35023457
Moldova,MDA,2016,1.557,4.646014363,Europe,2803186
Madagascar,MDG,2016,1.947,3.993146062,Europe,26099952
Maldives,MDV,2016,5.771,6.375283031,Europe,443308
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2016,8.074841044,4.484584976,Europe,707023525
Mexico,MEX,2016,3.853,1.772493234,Europe,122251351
Middle income,MIC,2016,6.036806875,4.79328224,Other,5516149006
North Macedonia,MKD,2016,24.312,2.848205194,Europe,1906313
Mali,MLI,2016,1.367,6.005063086,Africa,19191289
Malta,MLT,2016,4.687,4.077719295,Africa,454505
Myanmar,MMR,2016,1.058,5.862472915,Asia,51495696
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2016,8.755096979,5.566940502,Asia,645837915
Montenegro,MNE,2016,17.732,2.949280321,Asia,625353
Mongolia,MNG,2016,7.235,1.489784487,Asia,3088856
Mozambique,MOZ,2016,3.457,4.696990242,Asia,27337105
Mauritania,MRT,2016,10.283,1.260909231,Africa,4086657
Mauritius,MUS,2016,6.814,3.862468263,Africa,1263747
Malawi,MWI,2016,5.007,2.499999999,Africa,17557739
Malaysia,MYS,2016,3.44,4.449781398,Asia,31789685
North America,NAC,2016,5.103407019,1.757413592,Africa,360527592
Namibia,NAM,2016,23.352,0.03379445,Africa,2439213
New Caledonia,NCL,2016,12.714,,Oceania,283423
Niger,NER,2016,0.548,5.740893151,Africa,20685753
Nigeria,NGA,2016,4.499,-1.616868949,Africa,195443700
Nicaragua,NIC,2016,3.9,4.563147395,North America,6232666
Netherlands,NLD,2016,6.007,2.42428573,Europe,17030314
Norway,NOR,2016,4.68,1.164724239,Europe,5234519
Nepal,NPL,2016,10.742,0.433113719,Asia,27955462
New Zealand,NZL,2016,5.147,3.779110684,Oceania,4714100
OECD members,OED,2016,6.432326315,1.843324478,Other,1340142055
Oman,OMN,2016,3.266,5.046423946,Asia,4390877
Other small states,OSS,2016,9.702239485,4.155151361,Other,11851918
Pakistan,PAK,2016,2.285,6.573838285,North America,220138869
Panama,PAN,2016,4.717,4.571967079,North America,4029086
Peru,PER,2016,3.741,3.953318715,South America,30866494
Philippines,PHL,2016,2.695,7.14945675,Asia,106735719
Papua New Guinea,PNG,2016,2.472,5.489573153,Oceania,8961718
Poland,POL,2016,6.141,3.031177676,Other,37970087
Pre-demographic dividend,PRE,2016,5.020891066,2.414147048,North America,895239872
Puerto Rico (US),PRI,2016,11.8,-1.263694348,North America,3480432
"Korea, Dem. People's Rep.",PRK,2016,2.931,,North America,25698326
Portugal,PRT,2016,11.068,2.004141286,North America,10325452
Paraguay,PRY,2016,5.255,4.268025833,North America,6249126
West Bank and Gaza,PSE,2016,23.939,8.86461882,Asia,4367088
Pacific island small states,PSS,2016,3.370556573,3.648407727,Asia,2477794
Post-demographic dividend,PST,2016,6.409398934,1.793578382,Asia,1102966925
French Polynesia,PYF,2016,11.715,2.302198237,South America,279178
Qatar,QAT,2016,0.15,3.064191884,Asia,2477113
Romania,ROU,2016,5.901,2.859932523,Europe,19702267
Russian Federation,RUS,2016,5.591,0.193690071,Europe,145015460
Rwanda,RWA,2016,11.801,5.970745254,Africa,11919183
South Asia,SAS,2016,7.242575684,7.969123336,Asia,1555111864
Saudi Arabia,SAU,2016,5.6,1.704074658,Asia,30954198
Sudan,SDN,2016,13.606,3.467642184,Africa,41259892
Senegal,SEN,2016,4.455,6.356068572,Europe,15034521
Singapore,SGP,2016,4.08,3.747578488,Asia,5607283
Solomon Islands,SLB,2016,0.734,5.554731534,Africa,662379
Sierra Leone,SLE,2016,4.294,6.437436528,Africa,7205328
El Salvador,SLV,2016,4.418,2.539062411,Africa,6200800
"Somalia, Fed. Rep.",SOM,2016,18.578,7.0348726,Africa,14348740
Serbia,SRB,2016,15.257,2.975197792,South America,7058322
Sub-Saharan Africa (excluding high income),SSA,2016,6.366513641,0.929693026,Africa,946011305
South Sudan,SSD,2016,12.955,,Africa,10830102
Sub-Saharan Africa,SSF,2016,5.941673769,1.266905416,Africa,1052824144
Small states,SST,2016,8.665295589,1.812023074,Africa,18671045
Sao Tome and Principe,STP,2016,9.686,5.176824687,Africa,203689
Suriname,SUR,2016,7.917,-4.911660509,Other,587757
Slovak Republic,SVK,2016,9.679,1.947818415,North America,5430798
Slovenia,SVN,2016,8,3.034414867,North America,2065042
Sweden,SWE,2016,6.99,2.349740807,Other,9923085
Eswatini,SWZ,2016,22.718,4.675845837,Other,1149507
Syrian Arab Republic,SYR,2016,13.795,-6.405590739,Asia,19193834
Chad,TCD,2016,1.047,-4.129928372,North America,15114655
East Asia & Pacific (IDA & IBRD countries),TEA,2016,4.050945294,6.509920702,Other,2045816761
Europe & Central Asia (IDA & IBRD countries),TEC,2016,7.475281244,1.86009301,Other,456099634
Togo,TGO,2016,2.968,4.214895609,Africa,7858289
Thailand,THA,2016,0.688,3.435157717,Asia,70859841
Tajikistan,TJK,2016,11.5,6.9,Asia,8865631
Turkmenistan,TKM,2016,4.031,6.199999966,Oceania,6360041
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,7.811365755,-0.337830169,Asia,609017063
Timor-Leste,TLS,2016,4.657,3.009930626,Asia,1228312
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2016,8.664739932,5.540859775,Asia,641470827
Tonga,TON,2016,2.046,6.598698794,Oceania,105524
South Asia (IDA & IBRD),TSA,2016,7.242575684,7.969123336,Other,1555111864
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,5.941673769,1.266905416,Other,1052824144
Trinidad and Tobago,TTO,2016,3.207,-7.403453266,North America,1353895
Tunisia,TUN,2016,15.557,1.117425949,Other,11528674
Turkiye,TUR,2016,10.899,3.323084208,Other,79277962
Tanzania,TZA,2016,2.23,6.867116196,Africa,53824013
Uganda,UGA,2016,3.008,4.781000293,Africa,38799152
Ukraine,UKR,2016,9.35,2.440981945,Other,45616832
Upper middle income,UMC,2016,6.029098552,4.564986245,Oceania,2709558794
Uruguay,URY,2016,7.841,1.68979823,Other,3379283
United States,USA,2016,4.869,1.819451476,North America,324353340
Uzbekistan,UZB,2016,5.16,5.9321508,Asia,31284568
St. Vincent and the Grenadines,VCT,2016,19.028,4.145931682,North America,106349
"Venezuela, RB",VEN,2016,5.319,,South America,30765720
Virgin Islands (U.S.),VIR,2016,12.515,1.600853789,North America,107516
Viet Nam,VNM,2016,1.848,6.690008927,Asia,94000117
Vanuatu,VUT,2016,5.261,3.471544715,Oceania,272087
Samoa,WSM,2016,9.062,7.983862878,Oceania,203499
"Yemen, Rep.",YEM,2016,18.416,-9.375123824,Asia,32109010
South Africa,ZAF,2016,26.536,0.664552308,Africa,57259551
Zambia,ZMB,2016,5.239,3.755100317,Africa,16914423
Zimbabwe,ZWE,2016,5.886,0.755794054,Africa,14600294
Africa Eastern and Southern,AFE,2017,7.346330634,2.696237829,Asia,640058741
Afghanistan,AFG,2017,11.184,2.647003203,Asia,35688935
Africa Western and Central,AFW,2017,4.274196204,2.296167547,Asia,440882906
Angola,AGO,2017,16.61,-0.147212941,North America,30234839
Albania,ALB,2017,13.616,3.283175933,Europe,2873457
Arab World,ARB,2017,11.11310755,1.604825896,South America,428315886
United Arab Emirates,ARE,2017,2.462,0.735068714,South America,9223225
Argentina,ARG,2017,8.347,2.818502978,South America,44288894
Armenia,ARM,2017,17.704,7.500000002,South America,2979400
Australia,AUS,2017,5.592,2.279591798,Oceania,24592588
Austria,AUT,2017,5.561,2.27224992,Oceania,8797566
Azerbaijan,AZE,2017,5,0.153614647,Asia,9854033
Burundi,BDI,2017,1.247,0.500001262,Asia,11506762
Belgium,BEL,2017,7.09,1.474467616,Europe,11375158
Benin,BEN,2017,1.659,5.671561952,Europe,12039780
Burkina Faso,BFA,2017,4.656,6.203489411,Africa,19894407
Bangladesh,BGD,2017,4.372,6.590249998,Europe,162186147
Bulgaria,BGR,2017,6.164,2.745926447,Europe,6803468
Bahrain,BHR,2017,1.194,4.953835341,Asia,1501116
"Bahamas, The",BHS,2017,9.8,3.371236486,Asia,390485
Bosnia and Herzegovina,BIH,2017,20.527,3.244100959,Africa,3428682
Belarus,BLR,2017,5.648,2.5321835,North America,9458989
Belize,BLZ,2017,6.596,-1.812853541,North America,373202
Bolivia,BOL,2017,3.655,4.195206334,South America,11344587
Brazil,BRA,2017,12.792,1.322869054,South America,204703445
Barbados,BRB,2017,8.622,0.128446002,South America,280171
Brunei Darussalam,BRN,2017,9.316,1.328726513,South America,432772
Bhutan,BTN,2017,3.016,2.086845227,Asia,754335
Botswana,BWA,2017,19.664,4.11437856,Africa,2266747
Central African Republic,CAF,2017,5.534,4.527278213,North America,4793511
Canada,CAN,2017,6.426,3.033834912,North America,36545075
Central Europe and the Baltics,CEB,2017,5.28282284,5.107007659,Other,102337501
Switzerland,CHE,2017,4.797,1.362799655,Europe,8451840
Channel Islands,CHI,2017,7.12,1.806481314,Europe,164319
Chile,CHL,2017,7.257,1.357695373,Europe,18558868
China,CHN,2017,4.47,6.891266362,Europe,1396215000
Cote d'Ivoire,CIV,2017,3.272,7.410762426,Africa,26733372
Cameroon,CMR,2017,3.568,3.541176549,Africa,24128601
"Congo, Dem. Rep.",COD,2017,4.601,3.726947659,South America,87083398
"Congo, Rep.",COG,2017,20.611,-5.594773719,South America,5351011
Colombia,COL,2017,9.086,1.359360868,South America,48131078
Comoros,COM,2017,4.03,5.596189521,South America,756669
Cabo Verde,CPV,2017,12.24,4.55131481,Other,512893
Costa Rica,CRI,2017,7.729,4.157698963,North America,4913177
Caribbean small states,CSS,2017,8.220608871,-0.787701926,Other,4366140
Cuba,CUB,2017,1.7,1.809791772,North America,11247829
Cyprus,CYP,2017,11.155,5.750832366,Asia,1254275
Czechia,CZE,2017,2.893,5.1735653,Europe,10594438
Germany,DEU,2017,3.781,2.716024546,Europe,82657002
Djibouti,DJI,2017,26.064,5.458091517,Africa,1054841
Denmark,DNK,2017,5.833,3.056477239,Other,5764980
Dominican Republic,DOM,2017,5.832,3.933861764,North America,10666843
Algeria,DZA,2017,12,1.499999999,Africa,41689299
East Asia & Pacific (excluding high income),EAP,2017,3.911714815,6.666690914,Other,2087238522
Early-demographic dividend,EAR,2017,6.745125147,4.648945068,Other,3274060446
East Asia & Pacific,EAS,2017,3.865650242,5.049621897,Other,2333475520
Europe & Central Asia (excluding high income),ECA,2017,8.991502814,5.819172013,South America,244533821
Europe & Central Asia,ECS,2017,7.498619372,2.873175145,South America,915290996
Ecuador,ECU,2017,3.836,5.97039881,South America,16759519
"Egypt, Arab Rep.",EGY,2017,11.767,4.181221,Africa,103696057
Euro area,EMU,2017,9.069845299,2.597494935,Other,344810179
Eritrea,ERI,2017,5.577,,Africa,3150347
Spain,ESP,2017,17.224,2.896042079,Europe,46571232
Estonia,EST,2017,5.807,5.63467249,Europe,1317384
Ethiopia,ETH,2017,2.662,9.564189658,Africa,109666481
European Union,EUU,2017,8.134074913,2.794143052,Other,445321060
Fragile and conflict affected situations,FCS,2017,5.830651942,2.568696399,Other,931222867
Finland,FIN,2017,8.64,3.303370036,Europe,5508214
Fiji,FJI,2017,4.324,5.35336456,Oceania,918759
France,FRA,2017,9.409,2.08361486,Europe,66918020
Gabon,GAB,2017,20.303,0.472642031,Africa,2156900
United Kingdom,GBR,2017,4.452,2.656504876,Europe,65966000
Georgia,GEO,2017,13.939,5.159902617,Asia,3728004
Ghana,GHA,2017,3.369,8.128894881,Africa,30008354
Guinea,GIN,2017,4.826,10.30000534,Europe,12385659
"Gambia, The",GMB,2017,5.157,4.822611249,Africa,2342189
Guinea-Bissau,GNB,2017,3.066,4.663679439,Africa,1877072
Equatorial Guinea,GNQ,2017,8.004,-5.667508505,Africa,1562396
Greece,GRC,2017,21.413,1.473124727,Europe,10754679
Guatemala,GTM,2017,2.462,3.079851271,North America,16567357
Guam,GUM,2017,5.418,0.890099909,Oceania,163490
Guyana,GUY,2017,13.462,3.734491546,Oceania,768479
High income,HIC,2017,5.576590792,2.472115168,Other,1380319892
"Hong Kong SAR, China",HKG,2017,3.124,3.796113581,Asia,7393200
Honduras,HND,2017,5.528,4.842913911,North America,9588137
Heavily indebted poor countries (HIPC),HPC,2017,4.384236968,5.0267872,Other,779389964
Croatia,HRV,2017,11.208,3.280958121,Europe,4041407
Haiti,HTI,2017,13.881,2.510271345,North America,10817754
Hungary,HUN,2017,4.156,4.124183895,Europe,9726756
IBRD only,IBD,2017,6.402894796,5.229673026,Other,4765998583
IDA & IBRD total,IBT,2017,5.988941555,5.133629351,Other,6440236993
IDA total,IDA,2017,4.552178647,3.975798545,Asia,1674238410
IDA blend,IDB,2017,4.350360646,2.771253007,Asia,590024074
Indonesia,IDN,2017,3.783,5.069785901,Asia,267346658
IDA only,IDX,2017,4.665303603,5.205140873,Asia,1084214336
India,IND,2017,7.618,6.795383419,Asia,1359657400
Ireland,IRL,2017,6.713,10.04962848,Asia,4827445
"Iran, Islamic Rep.",IRN,2017,12.232,2.758505246,Asia,85026754
Iraq,IRQ,2017,13.02,-1.819750351,Asia,39337353
Iceland,ISL,2017,2.742,4.194948789,Europe,343400
Israel,ISR,2017,4.14,4.346931167,Europe,8713300
Italy,ITA,2017,11.211,1.603699953,Europe,60002252
Jamaica,JAM,2017,7.399,0.997123062,Other,2815764
Jordan,JOR,2017,18.12,2.473598154,Asia,10234226
Japan,JPN,2017,2.822,1.675331752,Asia,126972000
Kazakhstan,KAZ,2017,4.9,4.100000003,Other,18651931
Kenya,KEN,2017,3.541,3.837958174,Africa,49197766
Kyrgyz Republic,KGZ,2017,3.57,4.739937224,Asia,6306696
Cambodia,KHM,2017,0.141,8.075039155,Asia,16073372
"Korea, Rep.",KOR,2017,3.653,3.15963574,Other,51361911
Kuwait,KWT,2017,2.227,-4.712222701,Asia,4154812
Latin America & Caribbean (excluding high income),LAC,2017,8.217284203,1.977349704,Asia,561957179
Lao PDR,LAO,2017,3.268,6.892530873,Asia,7018147
Lebanon,LBN,2017,10.251,0.903028464,Asia,6160128
Liberia,LBR,2017,3.066,2.45515592,Asia,4848925
Libya,LBY,2017,19.02,32.49180219,Asia,6738770
St. Lucia,LCA,2017,19.136,3.379826173,North America,176342
Latin America & Caribbean,LCN,2017,8.02899419,1.882573868,North America,630414986
Least developed countries: UN classification,LDC,2017,4.969473103,4.546304732,Other,1008993468
Low income,LIC,2017,5.691854095,1.787204711,Europe,514890519
Sri Lanka,LKA,2017,4.046,6.460681271,Asia,21453000
Lower middle income,LMC,2017,6.133608043,5.453138164,Other,2847931114
Low & middle income,LMY,2017,6.054724029,5.319627721,Other,6094196886
Lesotho,LSO,2017,16.401,-3.138174937,Africa,2157110
Late-demographic dividend,LTE,2017,5.260335774,5.302069821,Europe,2286095306
Lithuania,LTU,2017,7.073,4.612243103,Europe,2842639
Luxembourg,LUX,2017,5.523,1.317187138,Europe,596336
Latvia,LVA,2017,8.715,3.398948726,Europe,1942248
"Macao SAR, China",MAC,2017,1.987,9.860051514,Africa,648400
Morocco,MAR,2017,9.223,5.057898162,Africa,35446392
Moldova,MDA,2017,1.586,4.175612051,Europe,2755189
Madagascar,MDG,2017,2.119,3.933307595,Europe,26788375
Maldives,MDV,2017,5.401,7.074428717,Europe,458287
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2017,8.522849063,2.244334425,Europe,718887744
Mexico,MEX,2017,3.419,1.871728542,Europe,123400057
Middle income,MIC,2017,6.08090306,5.365862378,Other,5579306367
North Macedonia,MKD,2017,22.857,1.081772738,Europe,1898657
Mali,MLI,2017,1.494,5.375547696,Africa,19813011
Malta,MLT,2017,4.002,12.97211934,Africa,467106
Myanmar,MMR,2017,1.356,6.136108244,Asia,51894938
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2017,9.25655934,3.339703325,Asia,656767614
Montenegro,MNE,2017,16.082,4.716465276,Asia,625982
Mongolia,MNG,2017,6.359,5.636876387,Asia,3148917
Mozambique,MOZ,2017,3.539,2.638207373,Asia,28166393
Mauritania,MRT,2017,10.336,6.270545669,Africa,4210600
Mauritius,MUS,2017,6.752,3.937983806,Africa,1264887
Malawi,MWI,2017,5.039,4.000000001,Africa,18039715
Malaysia,MYS,2017,3.41,5.81272241,Asia,32355644
North America,NAC,2017,4.579717386,2.502844961,Africa,363217262
Namibia,NAM,2017,21.733,-1.027248089,Africa,2506853
New Caledonia,NCL,2017,11.676,,Oceania,283546
Niger,NER,2017,0.554,5.005360786,Africa,21435446
Nigeria,NGA,2017,4.828,0.805886619,Africa,200254579
Nicaragua,NIC,2017,3.3,4.631207576,North America,6316231
Netherlands,NLD,2017,4.837,2.781546193,Europe,17131296
Norway,NOR,2017,4.164,2.463746266,Europe,5276968
Nepal,NPL,2017,10.66,8.977279356,Asia,28011258
New Zealand,NZL,2017,4.736,3.378732195,Oceania,4813600
OECD members,OED,2017,5.915492826,2.570991032,Other,1348127258
